Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_001010839	1077	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010840	1035	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010930	935	93	12	73	7	46	1	5	9	4	0	2	0
NM_001010937	2071	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010941	2469	1	0	0	0	0	0	16	1	1	0	0	0
NM_001010973	2789	0	0	0	0	0	0	0	0	0	0	0	1
NM_001011517	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011518	1161	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011519	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011520	999	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011523	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011524	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011525	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011527	972	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011528	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011529	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011530	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011531	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011532	966	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011533	966	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011534	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011535	918	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011536	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011542	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011662	954	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011684	1001	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011687	462	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011695	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011707	1630	1	0	0	0	0	0	0	0	0	0	0	0
NM_001011721	1027	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011732	2711	70	1	0	0	0	0	0	0	0	0	0	0
NM_001011733	2083	0	0	0	0	0	0	0	0	0	1	0	0
NM_001011734	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011735	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011736	918	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011737	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011738	972	0	0	0	1	0	0	0	0	0	0	0	0
NM_001011739	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011740	1260	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011741	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011742	984	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011743	1121	0	0	0	0	0	0	0	0	0	1	0	0
NM_001011744	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011748	996	1	0	0	0	0	0	0	0	0	0	0	0
NM_001011749	948	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011750	1008	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011751	999	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011752	1011	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011753	994	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011754	1065	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011755	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011756	966	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011757	1035	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011758	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011759	1011	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011760	993	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011761	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011764	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011767	993	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011769	984	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011770	1005	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011771	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011773	918	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011774	975	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011775	1032	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011776	918	0	0	0	0	0	1	0	0	0	0	0	0
NM_001011777	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011778	960	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011779	1451	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011780	1776	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011782	1011	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011783	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011784	960	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011785	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011787	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011789	957	0	0	0	0	0	0	1	0	0	0	0	0
NM_001011790	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011791	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011792	918	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011793	960	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011794	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011795	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011796	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011797	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011798	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011799	954	0	0	0	0	0	1	0	0	0	0	0	0
NM_001011800	2672	0	0	1	0	0	0	0	0	0	0	0	0
NM_001011801	984	0	0	0	0	0	0	0	0	0	0	1	0
NM_001011802	963	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011803	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011804	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011805	930	1	0	0	0	0	0	0	0	0	0	0	0
NM_001011806	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011807	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011808	921	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011809	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011810	954	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011811	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011812	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011813	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011814	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011815	963	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011816	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011818	921	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011819	927	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011820	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011820	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011821	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011822	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011823	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011824	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011825	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011826	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011827	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011828	1002	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011829	972	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011830	1033	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011831	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011832	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011833	933	1	0	0	0	0	0	0	0	0	0	0	0
NM_001011834	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011835	945	0	0	1	0	0	0	0	0	0	0	0	0
NM_001011836	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011837	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011839	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011840	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011841	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011842	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011845	948	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011846	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011847	945	0	0	0	0	1	0	0	0	0	0	0	0
NM_001011848	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011849	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011850	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011851	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011852	975	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011853	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011854	1010	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011855	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011856	954	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011857	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011858	957	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011859	939	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011860	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011861	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011862	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011863	972	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011864	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011865	927	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011866	927	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011867	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011868	972	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011869	954	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011870	942	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011871	945	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011872	933	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011873	1926	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011874	3634	2	2	0	0	0	0	0	0	0	0	0	0
NM_001011875	438	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011876	444	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011877	579	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012236	1060	47	101	0	17	1	30	24	39	4	1	16	49
NM_001012265	930	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012266	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012269	942	1	0	0	0	0	0	0	0	0	0	0	0
NM_001012273	3416	3130	1391	2321	1451	1027	1247	703	714	928	898	383	849
NM_001012305	2676	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012306	1490	0	0	0	5	0	0	0	0	0	0	0	0
NM_001012307	282	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012307	282	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012309	3114	609	116	1018	312	198	538	242	198	104	261	30	52
NM_001012310	1579	0	1	0	0	0	0	0	1	0	16	0	0
NM_001012311	3117	183	0	1	4	0	0	0	0	21	3	0	76
NM_001012322	1922	1	0	0	0	0	0	0	0	0	0	0	0
NM_001012323	886	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012324	3596	0	0	2	0	0	4	0	26	0	1	0	0
NM_001012325	2538	2	4	292	0	9	0	25	3	39	5	15	77
NM_001012330	3840	54	1	37	4	0	0	14	0	0	21	0	0
NM_001012335	858	1112	1503	1151	1093	203	243	219	456	1317	545	219	587
NM_001012336	792	1112	1508	1167	1088	198	245	219	457	1322	550	222	591
NM_001012363	3403	1	0	0	0	0	0	0	0	0	0	0	0
NM_001012392	1673	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012396	886	2	28	51	6	17	0	5	10	6	14	2	3
NM_001012400	776	485	357	293	73	60	84	77	101	54	48	81	60
NM_001012401	1325	0	2	4	33	0	15	13	2	7	16	0	0
NM_001012402	1220	0	0	0	0	0	4	0	0	0	0	0	0
NM_001012434	2343	0	0	0	0	2	0	0	0	0	0	0	0
NM_001012448	2450	2	4	292	0	9	0	25	3	39	5	15	77
NM_001012449	2442	2	4	292	0	9	0	25	3	39	5	15	77
NM_001012450	4733	237	168	357	233	72	54	31	62	26	20	35	150
NM_001012451	4444	200	168	357	233	72	54	31	62	26	20	35	150
NM_001012477	5641	1	2	1	70	1	0	1	0	138	31	0	2
NM_001012517	3136	4	2	2	8	0	0	24	1	36	1	1	0
NM_001012518	5083	972	1180	1334	392	319	374	238	324	288	283	96	256
NM_001012520	838	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012623	3799	0	1	0	0	0	0	0	0	0	0	0	0
NM_001012624	3727	0	1	0	0	0	0	0	0	0	0	0	0
NM_001012625	3574	0	1	0	0	0	0	0	0	0	0	0	0
NM_001012638	1425	159	124	363	166	73	284	90	56	115	56	61	133
NM_001012640	285	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012640	285	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012667	1458	17	191	3	68	1	113	39	38	4	1	2	45
NM_001012704	1074	1	0	0	0	0	0	0	0	0	0	0	0
NM_001012723	1121	0	0	0	0	1	0	0	0	0	0	0	0
NM_001012725	806	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012726	528	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012765	5060	1	0	0	1	0	12	0	1	0	3	0	1
NM_001012766	471	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013012	1899	56	1	57	26	5	71	5	1	26	18	0	7
NM_001013013	1124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013019	2583	0	0	0	0	0	0	30	0	0	0	0	0
NM_001013022	1040	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013023	1376	0	0	1	1	0	1	0	17	1	1	0	0
NM_001013024	4686	2	5	6	16	39	36	2	69	54	0	0	0
NM_001013025	5538	183	52	100	22	0	23	21	0	0	17	1	0
NM_001013026	4540	1405	953	744	216	125	234	291	234	359	261	356	578
NM_001013028	3778	353	362	842	96	133	419	50	116	158	55	57	6
NM_001013256	4166	648	521	1216	393	241	893	258	385	274	200	182	227
NM_001013360	4582	51	1	0	0	1	0	0	2	11	109	2	1
NM_001013362	4873	51	1	0	0	1	1	0	2	11	109	2	1
NM_001013365	2272	0	1	0	0	0	0	0	0	0	0	0	0
NM_001013366	2637	2	0	1	35	4	57	15	0	17	1	17	1
NM_001013367	4655	806	802	814	143	87	136	134	123	119	81	112	318
NM_001013368	3690	257	784	1390	103	521	15	50	551	176	88	151	264
NM_001013369	816	3226	2260	2196	809	338	147	439	1020	585	387	392	733
NM_001013370	2612	679	250	4	4	147	2	65	2	41	0	39	1
NM_001013371	5181	2	4	186	147	320	13	1	36	178	38	18	41
NM_001013372	1170	459	599	655	70	88	72	73	66	71	36	28	228
NM_001013373	3244	0	2	3	0	4	0	5	0	0	0	0	0
NM_001013374	2225	55	10	2	110	19	54	2	3	2	58	0	2
NM_001013375	2613	2669	1054	1204	659	455	747	407	617	830	676	441	701
NM_001013376	1026	823	175	745	57	340	175	67	124	27	129	46	94
NM_001013377	1620	311	63	111	117	0	73	35	93	127	15	32	119
NM_001013378	3257	1283	881	739	284	482	241	202	439	138	161	444	211
NM_001013379	2996	387	222	369	167	0	185	104	22	78	135	129	277
NM_001013380	4633	94	11	984	76	63	104	82	13	140	42	60	88
NM_001013381	4151	1	1	0	2	0	0	0	0	22	0	0	0
NM_001013382	1137	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013384	2080	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013385	2975	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013386	3481	1	0	0	14	0	0	0	0	0	1	0	0
NM_001013387	5920	216	11	1	52	0	3	28	48	4	45	0	151
NM_001013389	2035	6	4	3	0	59	12	30	77	0	0	0	1
NM_001013390	4244	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013391	6534	2187	2017	4086	1293	449	719	621	1296	631	697	489	1318
NM_001013392	9702	289	29	7	24	31	127	24	2	29	0	26	23
NM_001013393	1323	0	0	0	0	0	1	0	0	0	0	0	0
NM_001013405	3038	1	34	0	1	23	0	11	118	0	27	1	0
NM_001013411	3204	0	0	0	1	0	0	0	0	0	0	1	0
NM_001013412	282	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013414	5203	878	723	1132	147	136	292	93	171	142	170	83	197
NM_001013441	2909	91	146	26	154	27	212	31	345	55	40	2	45
NM_001013575	3173	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013577	3216	289	451	693	36	78	184	146	182	139	123	86	54
NM_001013578	697	505	214	202	232	221	57	106	201	208	114	129	217
NM_001013580	3629	11	44	4	15	0	76	3	0	1	19	4	13
NM_001013581	3204	6	14	1	2	24	41	3	0	0	19	1	1
NM_001013607	672	0	0	0	19	0	0	0	1	0	1	0	0
NM_001013608	5567	627	80	572	114	212	139	145	206	19	155	70	274
NM_001013609	1766	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013616	3827	1521	1286	622	506	428	536	343	392	287	265	319	1208
NM_001013741	3740	0	0	3	1	0	0	0	0	0	0	0	0
NM_001013745	1688	434	549	166	56	95	75	100	255	18	30	140	100
NM_001013749	4839	0	2	140	9	42	0	1	0	26	0	0	1
NM_001013750	2882	0	0	1	0	0	0	0	0	0	0	0	0
NM_001013751	1854	0	0	0	1	0	1	0	0	0	0	0	0
NM_001013753	4532	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013755	2848	1	0	0	1	0	21	0	0	0	0	0	1
NM_001013756	2779	0	2	0	0	1	72	17	22	7	0	0	0
NM_001013757	3979	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013758	3428	2	1	1	71	1	0	11	81	0	23	1	0
NM_001013759	2610	0	1	0	0	0	0	0	0	0	0	0	0
NM_001013760	1010	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013761	4084	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013762	1503	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013764	1979	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013765	2276	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013766	2620	0	0	0	0	0	0	0	0	0	0	1	0
NM_001013767	2575	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013769	2045	1	1	0	0	0	32	5	1	17	1	0	0
NM_001013770	2721	328	2	49	0	24	1	22	0	0	3	62	77
NM_001013771	3595	0	67	0	1	0	1	0	0	1	0	1	27
NM_001013773	2312	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013774	2248	0	0	0	1	0	1	0	1	0	0	2	1
NM_001013776	1487	1	0	0	0	2	3	0	1	0	0	0	0
NM_001013777	4299	0	0	0	0	23	0	0	0	0	0	0	0
NM_001013778	3301	323	183	161	197	66	91	46	39	69	47	90	78
NM_001013779	2537	0	40	0	56	7	0	0	39	1	2	55	0
NM_001013780	2682	1	0	1	1	0	0	0	1	0	0	0	0
NM_001013783	2185	0	0	1	0	0	0	0	1	0	0	0	0
NM_001013784	4002	144	2	2	28	5	4	17	86	72	3	2	60
NM_001013785	1241	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013786	3990	859	398	11	159	97	177	40	485	84	186	1	227
NM_001013787	939	1	0	0	0	0	0	0	0	0	0	0	0
NM_001013788	2085	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013792	1489	2093	308	507	115	113	79	155	408	57	112	257	76
NM_001013793	3867	2	0	0	0	0	0	1	1	82	0	1	2
NM_001013797	587	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013799	1086	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013802	1893	0	60	15	8	2	1	1	7	0	0	2	42
NM_001013804	7675	0	0	0	1	0	0	0	0	0	0	0	0
NM_001013806	2654	385	23	179	6	86	138	33	106	45	58	8	113
NM_001013810	3441	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013811	2819	2	1	2	0	0	0	8	0	16	3	0	0
NM_001013813	5945	0	3	0	33	0	35	0	40	1	2	0	0
NM_001013814	1325	0	0	1	0	0	0	0	0	0	0	0	0
NM_001013816	1581	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013817	2416	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013820	2004	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013823	951	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013824	1841	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013826	1103	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013829	1558	77	138	0	1	16	0	1	25	0	1	0	1
NM_001013832	960	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013833	3914	0	0	0	1	0	0	0	0	0	0	0	0
NM_001014288	7678	1	0	0	1	0	0	21	0	0	0	0	0
NM_001014390	2137	54	64	1	13	0	1	0	68	1	1	25	2
NM_001014394	3099	1	0	0	0	0	1	0	0	0	0	0	0
NM_001014395	1824	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014397	2791	303	294	711	44	105	62	25	179	48	19	48	88
NM_001014398	2701	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014399	3012	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014422	3582	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014423	3822	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014424	3630	0	0	0	0	0	0	0	0	0	0	0	0
NM_001014761	4562	0	0	0	0	0	0	1	0	0	30	0	0
NM_001014836	695	27	2	0	0	2	0	0	11	0	2	0	0
NM_001014900	1504	0	0	0	0	0	6	0	0	0	0	0	0
NM_001014973	6221	132	188	136	111	115	42	66	1	0	13	2	1
NM_001014974	4253	12	693	100	174	188	133	31	344	95	33	157	31
NM_001014976	6630	766	1253	426	229	207	322	122	273	89	241	218	322
NM_001014981	7106	679	338	278	57	7	18	52	58	30	58	1	112
NM_001014995	3059	326	33	269	80	25	46	30	47	15	25	46	17
NM_001014996	4363	182	148	6	54	62	0	1	2	137	44	0	121
NM_001014997	682	0	0	0	0	0	0	0	0	0	0	0	0
NM_001015039	3980	111	131	0	0	0	0	44	0	0	0	1	0
NM_001015046	6410	1	0	0	2	0	54	31	0	18	1	0	0
NM_001015099	3292	150	461	290	246	39	152	174	71	213	233	216	203
NM_001015507	4829	337	234	125	168	74	95	38	152	50	66	25	97
NM_001015681	3604	111	2	278	54	6	43	16	0	42	11	1	59
NM_001015876	3046	397	280	808	53	128	94	47	143	92	93	29	30
NM_001015889	1231	503	602	569	141	261	142	84	247	136	92	45	163
NM_001017362	1751	1	1	0	1	0	1	33	72	0	0	0	0
NM_001017393	1206	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017393	1206	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017394	1562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017407	915	0	1	3	0	0	0	1	0	0	0	0	0
NM_001017409	982	0	1	3	0	0	0	1	0	0	0	0	0
NM_001017419	1426	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017422	467	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017426	6644	5	2	5	43	1	1	10	23	12	0	20	0
NM_001017427	5183	0	0	3	0	1	0	0	0	1	0	0	43
NM_001017429	436	1799	1248	1268	588	522	589	187	461	566	238	350	531
NM_001017433	1528	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017441	997	0	0	0	0	0	0	0	0	0	0	0	0
NM_001017525	3935	6	4	191	22	2	99	57	97	1	0	2	139
NM_001017959	1768	94	16	357	215	50	52	20	49	15	3	1	24
NM_001017966	3539	146	546	921	246	217	192	147	325	117	177	225	251
NM_001017968	2847	383	463	395	54	91	219	41	224	47	82	82	223
NM_001017983	4702	0	0	84	1	44	1	23	0	1	44	0	47
NM_001017985	7811	266	275	451	156	128	78	61	12	93	87	32	85
NM_001018002	1378	406	438	467	86	178	239	99	139	35	63	38	180
NM_001018013	1493	22	0	0	18	1	29	0	0	1	0	0	0
NM_001018019	1069	0	0	1	0	0	0	0	0	0	0	0	0
NM_001018031	2157	1	0	1	0	0	0	0	0	0	0	0	0
NM_001018042	4175	816	717	905	261	449	463	178	155	270	142	184	395
NM_001018063	1232	1	0	0	0	0	0	0	0	0	0	1	0
NM_001018079	611	0	0	0	0	0	0	0	0	0	0	0	0
NM_001018087	1335	149	2	3	1	0	1	16	0	70	0	0	0
NM_001024134	1843	0	0	0	0	0	0	0	9	0	0	0	0
NM_001024135	4526	5	193	10	1	176	79	13	125	11	32	51	26
NM_001024136	3552	1	0	0	0	0	0	0	0	1	0	0	0
NM_001024137	3286	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024138	1038	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024139	5928	0	0	0	1	0	13	20	0	29	0	0	0
NM_001024141	2978	1	0	0	0	0	0	0	0	20	30	2	95
NM_001024142	4633	99	0	2	33	1	0	0	1	22	18	1	1
NM_001024145	3116	0	0	0	0	0	0	2	0	0	0	0	0
NM_001024147	1380	1	0	0	0	0	0	0	0	0	0	0	0
NM_001024148	2536	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024205	10383	441	2020	3518	1524	1050	721	294	1613	896	523	250	442
NM_001024206	745	241	247	618	406	174	198	162	371	266	70	196	429
NM_001024225	282	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024230	2971	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024385	1907	836	122	843	173	5	54	44	28	48	52	2	57
NM_001024458	3917	584	167	261	296	388	296	134	202	186	131	172	102
NM_001024468	7832	905	2713	1000	270	17	138	541	919	184	75	159	540
NM_001024474	4348	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024478	2953	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024504	3034	282	143	378	42	2	23	10	26	16	43	0	1
NM_001024508	2407	1122	221	192	307	66	104	200	160	187	143	137	145
NM_001024512	2370	64	174	142	21	16	56	30	47	15	52	1	23
NM_001024526	6530	806	472	595	255	242	140	118	532	446	258	68	238
NM_001024539	3957	110	9	1	43	0	0	7	0	0	14	6	54
NM_001024560	1650	11	1	2	7	0	15	11	0	0	0	6	0
NM_001024602	6640	212	18	96	51	7	275	24	8	109	68	24	97
NM_001024604	5229	647	534	370	207	186	87	47	373	60	124	176	149
NM_001024606	3498	1	0	1	0	4	3	0	3	2	4	1	12
NM_001024614	861	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024616	3155	314	519	853	129	58	161	68	300	101	29	60	186
NM_001024617	4122	0	0	0	0	0	0	0	0	0	0	0	1
NM_001024618	11955	0	2	0	0	0	0	0	0	1	4	0	1
NM_001024619	2310	0	0	0	0	0	17	0	2	1	0	0	0
NM_001024622	2271	345	318	458	89	90	64	48	121	65	81	40	104
NM_001024624	3246	0	0	0	36	0	0	0	0	0	0	0	0
NM_001024626	2300	109	111	54	2	2	66	0	138	12	18	5	41
NM_001024645	4598	46	0	0	0	0	0	0	1	0	1	0	0
NM_001024672	1449	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024673	582	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024698	1325	0	0	0	0	46	0	0	69	0	1	0	0
NM_001024699	2140	83	402	335	101	221	22	83	171	2	9	138	26
NM_001024702	717	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024703	5789	1	171	1	54	0	40	0	0	1	0	38	9
